date,Open,High,Low,Close,Volume
01/10/2019 20:00,8300,8396.56,8263.01,8290,4846.655
02/10/2019 0:00,8290,8325.4,8201,8239,4674.892
02/10/2019 4:00,8241.34,8262.25,8149.35,8194.52,5230.51
02/10/2019 8:00,8194.76,8274.5,8194.76,8255.57,3348.702
02/10/2019 12:00,8256.32,8280,8185.28,8230.4,5439.207
02/10/2019 16:00,8230.41,8264.36,8177.29,8250.79,6361.526
02/10/2019 20:00,8250.79,8365.92,8209.18,8352.14,5274.342
03/10/2019 0:00,8353.4,8386,8302.86,8323.92,3741.139
03/10/2019 4:00,8324.55,8363.36,8237.37,8258.14,4023.595
03/10/2019 8:00,8258.9,8288.88,8184.91,8215.26,5001.386
03/10/2019 12:00,8215.49,8243,8020,8104.71,8390.436
03/10/2019 16:00,8104.41,8206.25,8086,8141.03,5529.021
03/10/2019 20:00,8142.77,8274.59,8111.49,8220.27,6744.653
04/10/2019 0:00,8219.95,8227.42,8050,8101.77,8195.016
04/10/2019 4:00,8100.25,8140,7979.95,8126.61,4461.004
04/10/2019 8:00,8130,8170,8080.81,8145.01,3468.236
04/10/2019 12:00,8146.18,8179,8117.04,8140.95,3790.723
04/10/2019 16:00,8142.63,8199.5,8121.1,8179,4624.849
04/10/2019 20:00,8179,8208.88,8124.76,8130.56,3881.283
05/10/2019 0:00,8130,8144.44,8089.5,8131,5235.241
05/10/2019 4:00,8131.5,8138.63,8092.66,8104.88,4075.45
05/10/2019 8:00,8104.88,8109.43,8066,8077.76,4602.573
05/10/2019 12:00,8077.75,8085,8010,8077.11,6494.837
05/10/2019 16:00,8075.3,8095.87,8028.14,8063.96,4731.815
05/10/2019 20:00,8063.33,8175,8055.79,8122.14,5122.09
06/10/2019 0:00,8122.01,8148.43,8009,8039.21,7650.912
06/10/2019 4:00,8039.66,8073.19,7889.64,7958.19,7482.703
06/10/2019 8:00,7959.39,7960,7859.03,7937.72,6068.653
06/10/2019 12:00,7935.35,8045.51,7861,7995.98,7743.64
06/10/2019 16:00,7995.98,8012.27,7760,7887.04,6016.122
06/10/2019 20:00,7885.27,7919.01,7798.94,7852.79,6947.009
07/10/2019 0:00,7851.01,7900.95,7764.42,7859.27,10448.122
07/10/2019 4:00,7859.46,7876,7796.54,7862,5973.937
07/10/2019 8:00,7862,8225,7862,7975.99,12954.723
07/10/2019 12:00,7975.51,8330,7975.2,8174.58,15681.018
07/10/2019 16:00,8173.58,8307.22,8133.52,8208.75,11153.723
07/10/2019 20:00,8208.75,8249.89,8175,8186.88,6548.776
08/10/2019 0:00,8188.55,8322.01,8188.04,8255.9,8019.168
08/10/2019 4:00,8257.01,8284.78,8195,8206.24,6662.867
08/10/2019 8:00,8206.24,8207.85,8132.27,8177.48,8823.764
08/10/2019 12:00,8176.64,8242.52,8132,8182.46,8339.493
08/10/2019 16:00,8183.46,8206,8157.05,8163.54,5911.833
08/10/2019 20:00,8165.06,8206,8103.88,8167.62,6958.04
09/10/2019 0:00,8168.33,8198,8117.98,8119.11,6526.72
09/10/2019 4:00,8119.11,8193.17,8113,8177.4,5729.723
09/10/2019 8:00,8173.72,8236.15,8154.34,8183.32,7343.297
09/10/2019 12:00,8183.32,8700,8159.77,8550.09,23301.533
09/10/2019 16:00,8549.48,8665,8490.9,8576.37,13597.472
09/10/2019 20:00,8578.6,8609.35,8518.32,8559.77,8954.898
10/10/2019 0:00,8559.77,8589.21,8495.7,8541.12,6800.023
10/10/2019 4:00,8541.74,8640.89,8530.5,8611.27,5725.803
10/10/2019 8:00,8611.75,8619.51,8465.84,8524.63,9330.958
10/10/2019 12:00,8524.66,8553.99,8419.34,8536.08,9584.298
10/10/2019 16:00,8536.03,8570.18,8482.48,8552.62,5926.386
10/10/2019 20:00,8552.5,8587.24,8517.61,8556.02,6918.2
11/10/2019 0:00,8557,8569,8475.46,8551.26,7046.685
11/10/2019 4:00,8551.69,8788,8332.6,8385.26,28895.823
11/10/2019 8:00,8384.6,8386.61,8280,8295.88,10169.185
11/10/2019 12:00,8295.74,8357.3,8268.51,8341,7700.058
11/10/2019 16:00,8341,8369.99,8277.37,8340.96,8278.607
11/10/2019 20:00,8341.64,8350,8210,8255.58,7067.606
12/10/2019 0:00,8255.54,8327.91,8248.34,8306.56,5899.6
12/10/2019 4:00,8307.01,8356,8303,8336.35,5885.266
12/10/2019 8:00,8336.33,8366.79,8289.26,8319.75,5674.466
12/10/2019 12:00,8319.74,8397.45,8304.7,8368.79,7058.38
12/10/2019 16:00,8368.94,8395,8290.5,8307.99,6912.629
12/10/2019 20:00,8307.99,8343.65,8292,8300.22,6331.173
13/10/2019 0:00,8300.31,8360,8277.32,8336.51,5762.46
13/10/2019 4:00,8336.51,8354.11,8307.2,8319.36,4445.248
13/10/2019 8:00,8318.76,8378.19,8316.06,8345.14,4706.924
13/10/2019 12:00,8345.14,8440,8342.55,8401.39,9107.409
13/10/2019 16:00,8401.39,8456,8397.65,8430,6084.668
13/10/2019 20:00,8430,8430,8137.3,8274.66,13714.204
14/10/2019 0:00,8274.33,8300.22,8243.87,8286.51,5335.289
14/10/2019 4:00,8286.62,8329.38,8272,8302.17,5563.985
14/10/2019 8:00,8302.13,8320.5,8276.01,8279.61,6000.199
14/10/2019 12:00,8277.61,8285.95,8241.19,8251.5,9058.467
14/10/2019 16:00,8252.34,8381.77,8205.02,8327.16,24555.184
14/10/2019 20:00,8327.16,8347.55,8251.16,8346.05,11486.697
15/10/2019 0:00,8346.31,8408.62,8311,8313.69,6968.146
15/10/2019 4:00,8313.96,8338.45,8272,8279.74,7972.723
15/10/2019 8:00,8278.14,8320.15,8258.33,8294.5,12142.967
15/10/2019 12:00,8294.23,8378.51,8235,8316.18,22332.846
15/10/2019 16:00,8316.16,8321.4,8080,8177.46,26600.795
15/10/2019 20:00,8177.5,8182.05,8131.03,8160.01,10229.272
16/10/2019 0:00,8160.55,8184,8140,8167.82,7614.084
16/10/2019 4:00,8167.38,8177.02,8119.48,8140.12,7005.305
16/10/2019 8:00,8135,8166.51,8010.64,8060.33,16910.442
16/10/2019 12:00,8060.33,8060.33,7900.24,7955.01,18761.384
16/10/2019 16:00,7952.23,8022.98,7901.01,7957.06,12278.651
16/10/2019 20:00,7958.4,8020.38,7957.2,7992.21,7864.586
17/10/2019 0:00,7994.76,7998.14,7956.88,7968.12,7907.288
17/10/2019 4:00,7967.65,7989,7930,7975.38,9659.49
17/10/2019 8:00,7975,8119,7971.91,8066.01,15990.539
17/10/2019 12:00,8066.01,8090.46,8015.23,8070.86,8887.672
17/10/2019 16:00,8069.84,8124.63,8042.64,8060.02,9288.449
17/10/2019 20:00,8061.51,8075.38,8036.93,8069.2,6621.164
18/10/2019 0:00,8069.41,8117.3,8051.07,8064.97,7207.573
18/10/2019 4:00,8064.17,8072.02,7821.01,7909.6,18454.658
18/10/2019 8:00,7909.6,7937.66,7812,7921.6,12546.343
18/10/2019 12:00,7920.65,7970.63,7880.1,7919.13,10660.66
18/10/2019 16:00,7916.23,7984,7906.22,7942.18,14902.28
18/10/2019 20:00,7942.18,7977.44,7915.25,7943.94,11479.838
19/10/2019 0:00,7945.57,7957,7892.85,7938.73,11509.472
19/10/2019 4:00,7938.92,7955,7915.36,7929.18,7745.321
19/10/2019 8:00,7929.18,8011,7920,7943.74,10993.11
19/10/2019 12:00,7943.74,8108.54,7852.12,7991.31,21601.144
19/10/2019 16:00,7994.1,7999.28,7950,7973.66,13216.265
19/10/2019 20:00,7973.75,7980.04,7883.14,7947.13,12959.083
20/10/2019 0:00,7947.78,7951.57,7871.17,7902.85,15448.598
20/10/2019 4:00,7904.43,7937.9,7900,7907.94,8204.838
20/10/2019 8:00,7906.94,7980,7890,7942.39,10424.387
20/10/2019 12:00,7942.39,8041.19,7937.15,8022.28,13303.473
20/10/2019 16:00,8023.35,8234.01,8007,8229.17,16283.102
20/10/2019 20:00,8230.33,8300.5,8165,8218.23,14999.517
21/10/2019 0:00,8218.23,8255.1,8178,8218.45,7042.118
21/10/2019 4:00,8218.01,8246.31,8203.88,8220.11,6522.622
21/10/2019 8:00,8220.03,8284.38,8190,8231.89,11990.119
21/10/2019 12:00,8231.89,8334.57,8160,8192.02,16576.131
21/10/2019 16:00,8193,8198.34,8150,8184.65,9264.875
21/10/2019 20:00,8184.27,8234.5,8180,8201.74,8532.651
22/10/2019 0:00,8201,8210,8164.78,8205.64,9929.239
22/10/2019 4:00,8205.64,8229.32,8188.74,8210,8433.899
22/10/2019 8:00,8210.72,8283.69,8210.72,8276.18,12248.971
22/10/2019 12:00,8275.04,8290,8165,8212.37,13401.746
22/10/2019 16:00,8212.74,8219.75,8160,8167.38,8891.046
22/10/2019 20:00,8169.98,8170.08,8000,8020.89,16601.979
23/10/2019 0:00,8020.68,8047.78,7937,7953.2,11205.813
23/10/2019 4:00,7954.51,7982,7917.11,7959.35,9507.146
23/10/2019 8:00,7959.35,8017.5,7949.45,7964.7,8477.132
23/10/2019 12:00,7965.67,7965.78,7402,7420.87,46064.7
23/10/2019 16:00,7425,7532,7172.76,7479.05,21711.452
23/10/2019 20:00,7480,7494.79,7387.66,7465,11517.896
24/10/2019 0:00,7465.18,7494.08,7395.01,7408.07,11513.365
24/10/2019 4:00,7408.07,7434.13,7337.44,7418.29,12922.142
24/10/2019 8:00,7417.23,7468,7388.92,7419,11697.908
24/10/2019 12:00,7419.01,7495.81,7408.09,7432.91,14028.824
24/10/2019 16:00,7433.27,7467,7421.71,7466.96,9553.989
24/10/2019 20:00,7464.77,7468.27,7409,7411.35,7003.306
25/10/2019 0:00,7410.07,7456.63,7409.6,7438.15,7677.48
25/10/2019 4:00,7438.15,7467.33,7359,7458.9,9057.398
25/10/2019 8:00,7458.32,7638.51,7440,7575.06,14774.86
25/10/2019 12:00,7574.65,8564.68,7573.62,8264.52,39712.605
25/10/2019 16:00,8267.5,8800,8257.25,8631.73,73559.933
25/10/2019 20:00,8633.45,8703.62,8539.79,8650,20336.65
26/10/2019 0:00,8650,10408.48,8626.89,9563.07,99990.23
26/10/2019 4:00,9566.68,9804.19,9310.36,9488,31227.738
26/10/2019 8:00,9488,9488,8951.62,9230.04,36022.277
26/10/2019 12:00,9230.03,9450,9034.57,9199.9,37643.011
26/10/2019 16:00,9199.89,9240,8873.98,9004,29995.866
26/10/2019 20:00,9004,9300.73,9001.87,9232.22,13282.039
27/10/2019 0:00,9234.75,9385,9101,9136.84,11883.704
27/10/2019 4:00,9136.83,9229.98,9066.07,9158,6980.51
27/10/2019 8:00,9158.01,9666,9157.25,9283.98,33020.958
27/10/2019 12:00,9284.77,9624.53,9215,9530.21,40721.459
27/10/2019 16:00,9531.36,9803.83,9381.34,9719.99,41185.795
27/10/2019 20:00,9720.04,9768.82,9430,9533.32,29751.593
28/10/2019 0:00,9534.37,9930.13,9531.99,9631.12,36414.73
28/10/2019 4:00,9630.95,9693.23,9282.12,9447.25,29999.714
28/10/2019 8:00,9447.25,9486.14,9282.83,9425,19142.267
28/10/2019 12:00,9423.11,9437.94,9254.47,9389.96,20991.909
28/10/2019 16:00,9389.98,9493,9334.28,9410.59,26704.18
28/10/2019 20:00,9409.35,9494,9156.03,9217.36,22347.175
29/10/2019 0:00,9215.78,9315.19,9200,9299,9694.665
29/10/2019 4:00,9299.48,9569.1,9299.43,9455,29813.443
29/10/2019 8:00,9454.58,9499.99,9356.7,9444.65,17378.063
29/10/2019 12:00,9442.78,9475,9269,9354.63,22639.249
29/10/2019 16:00,9352.65,9411.92,9070,9233.39,24387.808
29/10/2019 20:00,9231.38,9492.86,9221.15,9415.02,20789.786
30/10/2019 0:00,9415.02,9418.65,9235.25,9288.18,17681.781
30/10/2019 4:00,9287.69,9344,9155,9176.05,16892.44
30/10/2019 8:00,9176.08,9253,9005.41,9108.87,18242.144
30/10/2019 12:00,9108.88,9181,8975.72,9102.91,19729.118
30/10/2019 16:00,9103.86,9213.32,9020,9213.28,16883.725
30/10/2019 20:00,9213.2,9240,9136.84,9165.3,9035.65
31/10/2019 0:00,9163.4,9216,9065,9110,8839.037
31/10/2019 4:00,9109,9214.64,9079.92,9108.25,11664.664
31/10/2019 8:00,9106.53,9160.42,8933,9121,18441.223
31/10/2019 12:00,9122,9438.64,9119.11,9218.7,28062.578
31/10/2019 16:00,9218.7,9272,9202,9220.35,11594.526
31/10/2019 20:00,9221.45,9250,9011,9150,20234.016
01/11/2019 0:00,9149.88,9155,9060,9073.9,8388.484
01/11/2019 4:00,9073.9,9147.4,9051,9110,6434.652
01/11/2019 8:00,9110.46,9280,9097,9166.17,19534.015
01/11/2019 12:00,9166.17,9258.32,9062,9084.37,22943.062
01/11/2019 16:00,9084.37,9215,9050.27,9171.05,14777.767
01/11/2019 20:00,9169.9,9270,9169.89,9231.01,15178.969
02/11/2019 0:00,9231.7,9267.83,9202.08,9235.12,8695.995
02/11/2019 4:00,9235.1,9238,9194.98,9215,5808.531
02/11/2019 8:00,9215,9249,9200.01,9239.99,6638.689
02/11/2019 12:00,9239.91,9375,9204,9320,19711.852
02/11/2019 16:00,9319,9335,9266,9314.01,9817.902
02/11/2019 20:00,9314,9314.24,9270,9287.8,5929.086
03/11/2019 0:00,9288.96,9366.69,9287.95,9335.07,8889.756
03/11/2019 4:00,9333.61,9333.61,9223.53,9246.2,10255.879
03/11/2019 8:00,9246.2,9250.4,9107.43,9160.31,18905.707
03/11/2019 12:00,9160.31,9192.68,9105,9180.97,12151.061
03/11/2019 16:00,9180.97,9193,9121,9142.12,8999.484
03/11/2019 20:00,9143.43,9240,9073,9197.88,16410.835
04/11/2019 0:00,9197.86,9211,9142,9158.41,7475.846
04/11/2019 4:00,9158.41,9200,9126.01,9187.52,7214.563
04/11/2019 8:00,9187,9268,9158,9259.38,12777.411
04/11/2019 12:00,9259.38,9320,9231.3,9292.66,15820.215
04/11/2019 16:00,9292.68,9323.76,9245.7,9261.96,11508.208
04/11/2019 20:00,9261.42,9550,9261.41,9395.46,35637.114
05/11/2019 0:00,9395.47,9457.13,9360,9410,13464.578
05/11/2019 4:00,9410,9410.01,9164.33,9231.88,20719.66
05/11/2019 8:00,9233.05,9333,9201.45,9292.69,17579.201
05/11/2019 12:00,9292.22,9393.03,9221,9371.76,26053.392
05/11/2019 16:00,9372.15,9420,9250,9395.48,20280.421
05/11/2019 20:00,9394.96,9421.24,9294,9313.2,15640.974
06/11/2019 0:00,9313.1,9338.32,9272,9310,9785.855
06/11/2019 4:00,9310,9450,9305.1,9392.61,16963.296
06/11/2019 8:00,9392.64,9407.44,9341.39,9380.01,13767.998
06/11/2019 12:00,9380.01,9398,9315,9343.58,12337.127
06/11/2019 16:00,9343.6,9343.6,9259.48,9302.74,11588.064
06/11/2019 20:00,9303.31,9369,9281,9343.6,9325.571
07/11/2019 0:00,9344.29,9381.93,9280,9309.47,11404.271
07/11/2019 4:00,9308.1,9322.48,9220,9266.98,12617.368
07/11/2019 8:00,9267,9275,9163.89,9206.51,17937.827
07/11/2019 12:00,9206.49,9243,9130,9198.06,13978.107
07/11/2019 16:00,9198.56,9238,9186,9209.8,7279.435
07/11/2019 20:00,9209.8,9269,9091.2,9219.64,14172.561
08/11/2019 0:00,9221.63,9256.7,9180,9244.13,9176.255
08/11/2019 4:00,9244.13,9259.3,9120,9148.5,11813.123
08/11/2019 8:00,9148.66,9184.73,8938.81,9033.3,31914.969
08/11/2019 12:00,9033.39,9040.92,8669.85,8821.33,61316.252
08/11/2019 16:00,8823.66,8853.98,8720,8804.73,22435.077
08/11/2019 20:00,8805,8899.85,8765.63,8775.03,15195.484
09/11/2019 0:00,8775.6,8841.66,8730,8833.09,12135.26
09/11/2019 4:00,8832.6,8878,8805.05,8822.48,9792.024
09/11/2019 8:00,8821.6,8864,8810,8820.75,7897.427
09/11/2019 12:00,8820.68,8873.28,8762.99,8801.29,15101.07
09/11/2019 16:00,8801.58,8827.62,8727,8761.73,13729.052
09/11/2019 20:00,8761.7,8831.92,8759.87,8811.15,8191.559
10/11/2019 0:00,8811.3,8811.3,8760,8777.61,6219.8
10/11/2019 4:00,8778.49,8889.02,8777.9,8850.03,13647.846
10/11/2019 8:00,8848.51,8873,8816.1,8832.35,8868.213
10/11/2019 12:00,8832.34,8857.18,8787.01,8804.15,10482.929
10/11/2019 16:00,8803.84,9187,8792.01,9049.13,37736.072
10/11/2019 20:00,9049.13,9100,9027.01,9041.31,14144.337
11/11/2019 0:00,9041.31,9072.91,9013,9024.05,8391.051
11/11/2019 4:00,9024.05,9039,8720,8814.38,34144.183
11/11/2019 8:00,8814.22,8814.95,8611.11,8727.17,32239.841
11/11/2019 12:00,8725.51,8750,8689.79,8720.27,14622.005
11/11/2019 16:00,8719.62,8803.83,8698.78,8759.99,14293.082
11/11/2019 20:00,8760,8761.73,8700,8728.93,9683.6
12/11/2019 0:00,8729.89,8779.66,8706.17,8741.12,9561.88
12/11/2019 4:00,8740.86,8789.68,8722.61,8769.4,9663.8
12/11/2019 8:00,8769.18,8770,8710,8746.84,9784.87
12/11/2019 12:00,8746.85,8889.06,8552.12,8701.78,50425.27
12/11/2019 16:00,8701.78,8780,8680.03,8765.88,14965.851
12/11/2019 20:00,8765.88,8818,8746.16,8817,13118.875
13/11/2019 0:00,8817.94,8838,8725.44,8732.04,8183.993
13/11/2019 4:00,8732.04,8764,8712,8741.63,5984.762
13/11/2019 8:00,8741.6,8814.42,8733.15,8771.16,14228.527
13/11/2019 12:00,8771.2,8796,8732,8751.33,11846.509
13/11/2019 16:00,8751.95,8784,8742.3,8775.87,8901.915
13/11/2019 20:00,8775.89,8790,8758,8774.76,9440.105
14/11/2019 0:00,8774.78,8798.06,8740,8760.1,8304.377
14/11/2019 4:00,8760.19,8769,8649.4,8667.46,21228.765
14/11/2019 8:00,8669.29,8669.29,8581.39,8634.99,22115.393
14/11/2019 12:00,8635,8697.71,8605.85,8641.63,19480.926
14/11/2019 16:00,8641.63,8664.79,8626.36,8645.02,8365.95
14/11/2019 20:00,8645.47,8677,8641.05,8642.25,7604.584
15/11/2019 0:00,8642.47,8655.46,8515,8556.28,25940.413
